1.335121302395067922e+01,1.136793728030707307e+01,-6.592609144246734054e+00,-1.126493156353497760e+01,-2.442576538535698560e+00,1.490443869632530394e+00,2.428353110293455686e+01,-3.210287421937995100e-01,-2.450813745774492514e+00,-3.439623259382129561e+01,6.389685445026616506e+00,6.363789150444311815e+00,1.212315404312957945e+01,4.880731798196896953e+00,-1.338981335085145830e+00,5.372104762447994730e+00,-1.779124270951128128e+00,3.101911237060794946e+01,-1.407956715750656507e+01,-3.824738554962805903e+00,1.575446371018780667e+01,-1.226887735390068279e+01,1.536802459781363162e+01,-1.275552540610982177e+01,-5.900876872809560858e+00,-1.660602568053355554e+01,2.571347520748867410e+00,-6.054544914955124035e+00,-3.914057755609133160e+00,-2.511562916374735011e+01,1.293283701881209069e+01,-2.214794651137471870e+00,1.359289054575250333e+01,-9.948101150516066582e+00,2.695922435068726131e+01
-3.392652585132081811e+01,1.014058301447646038e+01,1.347732090313369291e+01,-3.409133787839621288e+00,-1.470956052718885232e+01,-9.989613287097473204e+00,-7.726528998411008153e+00,-9.093210471580173149e-01,-2.949467696059499033e+01,-1.392006806962610277e+01,-7.537682667566376615e+00,-8.750104918333978077e+00,2.286154572724458234e+01,-4.099012760449598503e+00,1.340848320088250745e+01,-7.304023441724022625e+00,4.714293061494396753e+00,7.172499149317625999e+00,-2.303820884621602971e+01,1.380789593776490065e+01,2.806930959865597153e+00,-1.412569095200219671e+01,-2.994139142261819764e+00,2.012768302251862540e+00,1.778957495703086522e+01,2.007957395874527151e+01,2.248635716619041958e+01,-1.952030886132932253e+01,8.867791879161149637e+00,-8.650771241371005615e+00,-1.512967222430704695e+01,3.900719216579648219e+01,1.445557348284582844e+01,-1.865768995077587533e+01,-1.336491894751398313e+01
7.080357684546937591e+00,3.207151479795568694e+00,2.492286524024841654e+01,1.014017024562262748e+01,5.597309106020388114e+00,2.276718684412396332e+00,-5.113939855221098618e+00,-2.773935821420392855e+00,3.915599067511060127e+00,2.584730358575874831e+01,1.264068867831305631e+01,3.422510352005436296e+00,-2.126788830000969810e+01,1.419840524446615682e+01,-1.707245827886388900e-01,-2.040921026134174099e+01,-9.595878217658853515e+00,1.797119895394911282e+01,8.362170834609809589e+00,5.041718040332629158e+00,-1.335075096742736100e+01,1.513522777663171759e+01,-1.035192628068331189e+01,9.152782041016514825e+00,1.727454858084255473e+00,6.695107760129248575e+00,-6.510731354345898225e+00,7.384513325706991260e+00,1.828766517253682267e+01,-6.631637698691694283e+00,-2.270403823907657070e+01,-5.207879904227588064e+00,2.241111755675709638e+00,-1.193557498260340388e+01,-1.386158597741793841e+01
8.821381996922507129e-01,-2.736911053588903542e+01,-5.151197108523514423e+00,6.223462894993603278e+00,1.382777635346389822e+01,1.722200701109882104e+01,9.497850125176771741e+00,-1.410024818875824693e+01,-2.734368194086875548e+01,-2.779038009935381837e+01,-1.182961787187264946e+01,2.231099517555224665e+01,-2.085797058857579955e+01,8.142490355311624128e+00,3.798628505171898428e+00,-1.032195646180807813e+01,1.885730204810315058e+00,-3.247998526734161562e+00,6.887916258000760017e+00,-4.265779024627777716e+01,-1.622416871475468270e+01,1.257840356964657680e+01,1.259108991163009250e+01,-2.026801916013978655e+01,-1.721446377893985158e+01,-8.713818871256346910e+00,-3.467220304992144264e+01,1.816213696480938999e+00,6.607010866489538614e+00,-2.791601855901810758e+00,-6.919842730293212618e+00,3.593900156789401557e+00,-7.966534795843930539e+00,8.748863512046746393e+00,-1.027902577828345088e+01
1.808463517045350244e+01,1.974389442425251673e+01,4.410525739535356315e+00,9.344160918511509095e+00,8.620654577120665962e+00,5.734279109635290972e+00,-4.451887030932252465e+00,-2.350384272796068785e+01,-1.409586730511773744e+01,1.748784853277189200e+01,-3.641186693573860111e+01,1.916363564516062468e+01,-1.366964830179757762e+01,9.224914015970872683e+00,2.413812969603980818e+01,-1.815796622008893380e+01,-1.667899132832960163e+01,1.831744405482205185e+00,-1.976723986472556049e+01,-9.076280034255040929e-01,-2.811064570514953509e+00,-9.333091484431211171e+00,-1.891975299377402209e+01,-7.273624771330845284e+00,-1.469744801229399833e+01,4.305304178014613825e+01,2.546427860642235430e+01,6.801113377621684108e+00,7.115399409136696995e+00,1.901754368236229098e+01,6.899287634783330958e+00,-7.106464502377715320e+00,-2.708368202698064664e+01,2.734098716417157604e+01,4.515369559359029950e+00
3.282629889988840421e+00,4.719631581932788755e+00,-2.606292886393255870e+01,-1.989422972736523576e+00,1.948037607255917081e+01,9.084290708729479746e+00,1.880625406992787418e+01,-9.836724403390711302e+00,-1.098725824297954645e+01,9.001536500917316275e+00,-6.686133326967492962e+00,-1.856272373020871669e+01,-2.406702587854563813e+00,2.366599876324301732e+01,-2.120053353885177128e+00,3.611893080422068181e+01,-1.398388556695341123e+00,8.538847780179937175e+00,-1.115493360448586913e+01,-1.924380079884009831e+01,-1.509983578974378027e+01,1.734917491186040550e+01,-8.233067888817458879e+00,-1.263031175180441146e+01,1.815316453419115206e+01,-7.948150896124291265e+00,3.446093887720463655e+00,-5.193160384180303124e-01,-1.491266226960467023e+01,-3.695090367848571589e+01,3.190896911149443227e+01,-3.966779177214048957e+01,8.569863860452178628e+00,1.877468549640008177e+01,1.139584367372144236e+01
3.172217835635253991e+01,-1.612815852824991936e+01,1.284009539501772146e+01,-2.951651221374183365e+01,-2.691181561337108974e+01,1.886850678562337080e+01,1.668389865639789704e+01,4.662228438177304923e+00,5.978507313182383598e+00,5.246461021834660787e-01,2.346320312211372894e+01,-2.556116015982032508e+01,3.070639769843278355e+00,-1.422513942248051144e+01,-1.235520850183305264e+01,-1.235854510889986457e+01,-6.760290702104891913e-01,-5.173546312539516911e+00,-2.140889386284508333e+01,-2.959173241502929841e+01,-9.109616310487611557e+00,2.413249023652645775e+01,-1.033454316631543257e+01,-1.076882361066029681e+01,1.059484067862573120e+01,9.246255725892813970e+00,-2.203434192804289893e+01,-1.956091473853960760e+00,1.677958333691865178e+01,-4.111027765052011063e+00,4.313023386642762524e+00,-1.584215961211235602e+01,1.335567808379500754e+01,-1.385948275477615432e+01,-2.509669958376713694e+01
1.240174664023095730e+01,1.206064054084906267e+01,-4.699897860978387243e+00,-3.282590876685210191e+01,1.151478232943483349e+01,4.185303443093480347e+00,2.383696773789309020e+01,1.406961616049217767e+00,-5.644768470179740483e+00,5.012657596323298215e+00,2.040646046368656741e+01,-2.760329249772505378e+01,4.610527053621911620e+00,1.680722575254543827e+01,2.200680213112335970e-01,1.539658119087745014e+01,4.018872948182089289e+00,2.056507522512863062e+01,-1.362294742751656740e+00,-1.234482772784856763e+01,1.411043665954917081e+01,2.269087194718161626e+01,-6.997005491853622416e+00,2.087681690335396922e+01,1.886426099100688702e+01,-1.594949541891183387e+01,6.230893206777041726e+00,-3.360727294823713862e+01,-1.100809586727058509e+01,-1.767190372449697122e+01,-1.017010173642804816e+01,-2.374136999646486856e+01,1.547202555075019070e+01,-1.298533261247138704e+01,-4.789760146083178682e+00
1.388534834549131958e+00,5.427786970304235403e+00,1.129170350168132941e+01,-1.226389845511429710e-01,2.105396650882382303e+01,-9.597391015277384696e+00,3.738303025662631285e+01,-1.461628328073669536e+01,8.975884598714149121e+00,-4.352995187198689564e+01,2.255388103765107743e+01,-8.643530724786742780e+00,-2.849312529746854139e+01,-5.519664832574100011e+00,1.462834996521132425e+01,-1.915970850007809290e+01,1.084605448759268143e+01,-2.733711737822781274e+01,3.779201478625777710e+00,-7.710957286774018371e+00,7.185447517957999963e+00,-8.030617635700625812e+00,1.497143586443859142e+01,-7.763214441841992830e+00,1.578958477310249364e+01,-2.821141493393976063e+01,-1.378724020285537399e+01,-2.126182433781377412e+01,-1.986111444254721903e+01,-3.753684892291459629e+00,-4.486422351694475452e+00,-2.551705526042072592e+01,2.803142937132206924e+01,-4.900074161311028575e+00,7.132016811938115097e+00
-2.624046286875562828e+01,-8.211552404146848616e+00,-2.399136856577042209e+01,7.884099892158908496e+00,-2.841525882382325818e+01,7.656333808506078142e+00,1.688748672278594753e+01,1.872780141121881670e+01,-7.889765541891931910e+00,2.438222490321394176e+01,-1.306382939347716565e+01,-4.285746828653556051e+00,-9.972021947382861740e+00,9.738639072049540601e+00,1.999349513336812478e+01,7.280961513642220773e+00,1.547764729150766172e+01,-1.168924091718814218e+01,-2.735708215500844886e+01,2.475281394978667038e+01,4.461691157880290248e+00,-1.020252514722901083e+01,-7.859702737260554350e+00,7.403280450415373082e+00,8.081527246538723119e+00,8.158210713550031912e+00,-1.696600307086510329e+00,1.359061439574403174e+01,7.622640274749648004e-02,7.163192535325389798e+00,-3.525468419800201048e+01,-1.560241569894086489e+01,8.342982365531753430e+00,-7.703345583077831016e+00,5.717540958975131371e-01
