1.394956291529421755e+01,-6.209219385556072446e+00,-6.932603546348423684e+00,-7.445986637852033851e+00,-7.013366849751426102e+00,-1.155151761567449320e+01,-9.788923726077999987e+00,-3.943100194098530409e+00,-1.175740222849380423e+01,2.589826489562540957e+01,-1.966942567639770711e+00,1.123968504640606447e+01,2.234874560653441478e+01,-1.803965089860237292e+00,-5.476404097062647303e+00,1.165670360882968382e+00,8.163823952652615290e+00,9.212718044966489828e+00,-4.697942579734663227e+00,4.328195412076012438e+00,1.238572657309685887e+01,3.259077771279501157e+00,2.245577346465138291e+01,-1.465567098886355168e+01,-3.886568234267513411e+00
1.864791517886052219e+01,-1.533241845279206039e+01,1.624831907917130991e+01,-5.157355060552773374e+00,-1.273456086239912466e+01,3.884447950863962973e+01,1.689810841226850968e+01,-1.181808360517208101e+01,5.602498785082166144e-02,-9.642886501734263760e+00,-7.697759675105374733e+00,-3.385978315253118431e+00,1.011695517047018278e+01,1.190655065938659973e+01,-6.959684777224329544e+00,2.063470711899062948e+01,-5.619180483651833313e+00,-1.454411645423688171e+01,-6.653131845994181504e+00,-2.868921570568965507e+01,-1.835321269477355344e+01,7.963049789091925845e+00,-2.227718591547335336e+01,2.215879752432408267e+01,2.330991002123933953e+01
-2.283168776514429954e+00,-5.420325648331395740e+00,5.446340072267041421e+00,-2.902235242294386452e+01,3.507089216903257700e+00,2.165522809759211142e+01,8.304835830943192221e+00,1.760307375422990717e+01,-6.743147978932459097e+00,1.134329666976054751e+00,2.719074074766173155e+01,6.713032637294801930e+00,-1.611538695455898917e+01,-5.417610956669543398e+00,1.044606016301574236e+01,-3.586918995571869218e+00,-1.483066040489027948e+01,-7.086919148333044483e+00,-3.519769618455502957e+00,-1.292826485142563264e+01,-4.163384584645535114e+01,-9.580939577075664459e+00,-3.621210354782005680e+01,-1.219868187063125298e+01,-2.857892497203176063e+00
-2.150974963184410171e+00,3.294461410815623736e+01,1.765770143709382234e+00,2.385786835675795103e+01,1.138299586290498766e+00,2.368091382263961098e+00,7.447090244605366394e+00,6.846863465609891009e+00,-9.629779928874732109e-01,4.057350070537455444e+00,4.713740850164613860e-01,1.524941673866901759e+01,-3.101239203469682693e+01,-3.173858754389565551e+00,-6.290619009245493665e+00,2.457058099551537644e+00,1.973204887724854473e+01,1.235852366746567377e+01,1.200743256729010255e+01,-5.289427985200958027e+00,1.554051729174030960e+01,2.590160404201967381e+01,1.551670743067615277e+01,-2.497921788572650126e-01,1.348701473706960563e+01
-2.438446865219004422e+01,-2.477511275722528339e+01,2.361055196319226468e+01,-1.961439953738528175e+01,-1.517084791826439627e+01,1.083311671504267260e+01,-9.212609770055721015e+00,4.478484195446233329e+00,-1.106771821787792476e+01,-5.903558631925278632e+00,2.877529247719021654e+01,-3.085861580829793560e+00,7.735016250341764987e+00,1.643823684279200847e+01,-3.296991912200508779e+01,-3.276509362560898087e+00,4.164999546921578366e-01,1.651924068465203632e+01,-1.679744912316120065e+01,-1.604118305060314853e+01,-1.319051151759212281e+01,2.290349502883458754e+01,-3.688023222292231651e+01,-1.242316779111060399e+01,3.843967982331704114e+00
-1.578804082287902588e+01,-2.262874906806192854e+01,-1.095320468566519700e+01,-2.993824698283959762e+01,1.942479029321316020e+01,1.106912098484727380e+01,-1.276841807204682233e+01,3.200001477467906419e-03,-1.577944113481282429e+01,-3.298344085366339051e+00,-2.742599966921285670e+01,-7.438521996684754001e+00,-8.283031104762773822e+00,1.396127877208969359e+00,1.378281940080122503e+01,-1.265496994217909865e+01,3.923716906275729599e+01,-5.650582798918778238e+00,-8.692522341966173016e+00,-2.127406752328872841e+01,7.303295447680792307e+00,-2.261319893943885262e+01,-2.312233560566771651e+00,1.137735730420988212e+01,-5.369792326664574844e+00
5.515019909887156402e+00,-7.321966219030331402e+00,1.973601406312753070e+01,5.735134367955663670e+00,-5.689365729245025705e+00,1.744876749003300986e+01,5.094148393123942853e+00,-5.893195142983088886e+00,-3.673697170570520587e+00,2.387423857833809393e+01,8.569526101010781494e-01,2.854961533459296152e+00,-3.702723637339764906e+01,-3.050903854734048348e+00,-1.230947954130460253e+01,-9.467717791327656229e+00,6.034378023809385816e+00,1.400547279863344485e+01,-1.436658128108457788e+01,-1.768005855393566961e+01,-6.836513603151535889e+00,2.042617180873187976e+01,-5.757008275198928438e+00,6.033564696568785024e+00,3.676680795542089708e+00
1.258720245600288123e+01,1.352913211421655326e+00,1.526032654645112885e+01,-6.885519023413571027e+00,-1.234485778100735587e+01,-5.287723447313434022e+00,-2.331125352371660409e+00,8.337944675764237701e+00,-7.210493252602350189e+00,-9.033864951961763978e+00,-6.007927403274956113e+00,2.411767678241608692e+01,2.469834735198539022e+00,-2.038246037733461336e+01,-8.519700658653990288e+00,-1.305208695373781502e+01,4.689679528469136827e+00,6.710072346993381842e+00,-5.095664130777374901e+00,3.625134419689359788e+00,5.036656413414854150e+00,-5.003220574095368356e+00,1.164878429106574309e+01,2.290880281277216923e+01,7.229890745203289448e+00
2.915415551377379400e-01,-2.166959788079820726e+01,1.219568389318556356e+01,5.501100829605084286e+00,-8.485576045346538976e+00,8.758845434465420965e+00,-6.858829073406439214e+00,-1.432449707149775442e+01,1.297358096876603817e+01,2.104807394794104169e+01,8.506921065534553961e+00,5.468006530361877005e+00,2.332924970110219576e+01,4.070106036938767602e+00,9.241332979338663378e+00,4.247080632603140060e+00,-1.276132342168290279e+01,-8.342024760752586587e+00,2.215728732777521515e+01,-2.604551201786969861e-01,9.269215333756376518e-01,-1.406459694581887376e+01,2.485188558494287392e+01,1.023874703424972132e+01,-8.927402649672451673e+00
1.442463699443956315e+01,7.635008188494059489e+00,-3.217041727685813424e+00,1.146423943705700310e+01,1.142928308843066887e+01,-4.498478974339632508e+00,-1.423343751504588894e+01,1.216789568888897044e+01,3.296527395197236032e+00,2.218682444421643751e+00,1.401973596289509771e+01,1.186886626887040208e+01,5.979078820050811593e-01,-9.740577065670941170e-02,1.160152915927492678e+01,1.402293178656584693e+01,-6.660120184586894032e-01,2.429287170536294838e+01,-1.486619102479641796e+01,7.499107190202056294e+00,1.392466548964308792e+01,-6.553099275970630799e-01,-1.003626132227087098e+01,1.871735040646183279e+01,1.943067564121176716e+01
6.561510799981440378e+00,-7.843579407089896982e+00,-3.038982101527379953e+01,2.346689425316422728e+01,1.354380469661056807e+01,2.211904329812991321e+01,1.027163941106639555e+01,-1.601087266978643342e+00,1.082829640203914856e+01,-5.995351712691320500e+00,4.334199644954136232e+00,-6.729704068066091338e+00,8.640567114210874422e+00,3.584906204571616239e-01,8.480170794690359060e+00,2.293877396628879239e+00,5.668250341397660819e+00,1.892199054341438469e+01,3.688099811320199262e+00,9.142239544592541733e+00,1.768324807994045145e+01,1.216704511757442120e+01,5.499968306862607292e+00,4.438555770709370352e-01,1.626409295515456765e+00
1.324259229543728900e+01,5.816438795500339154e+00,3.280131044251636041e+01,-1.948282153513305559e+01,2.380088837303525651e+01,3.946560930963460834e-03,8.740255928527577822e+00,1.528187365145918619e+01,2.447703625888139278e+00,1.169394817301896339e+01,1.515825276982890202e+01,-3.181864671682426593e+00,-1.332572309843228631e+01,-7.417140668507026247e-01,8.290167892754062962e+00,1.399609096748573833e+01,-5.285129415121454954e+00,9.505559177657154635e+00,3.410951765593429030e+01,1.912976773541763365e+01,1.247467103240871644e+01,2.157437001235278373e+01,1.803933312120265242e+01,2.049989274817037455e+01,1.396006903153999623e+01
2.071114625396912601e+00,2.612026983362512667e+01,-1.800608623281143039e+01,-1.165383988809027294e+01,-7.932472295636133985e+00,5.168815979810894135e+00,1.064507487442598688e+01,1.431970079969118537e+01,-2.263361260797123720e+01,5.386723205042506457e+00,1.401102078368148440e+01,-8.116546632835596853e+00,-2.064830060108646492e+01,-2.874643519526322688e+00,1.855700086643369318e+01,9.367832078164401111e+00,-1.435385925635516280e+01,-7.321116421136297348e+00,-4.435363899048412328e+00,-1.876292881822075742e+01,2.060801103543431978e+01,-2.105554756626488455e+01,3.478548395538982430e+00,3.887424829060415732e+01,4.984847279549719623e+00
-3.084224105685319373e+01,2.817600044415394933e+01,2.576442004619037363e+01,-2.779292236323167842e+01,7.522644521750254221e+00,-1.516015276210013640e+00,1.438529929535744545e-01,-7.119102847233558684e+00,-5.858104207447937029e+00,-2.054657449563809024e+00,-4.422818855319048836e+00,3.229785189793300759e+01,1.942274154453971846e+01,-1.776597705183177212e+01,3.757685101330736188e+00,-1.513926962542546661e+00,8.127865118930126087e+00,-1.125878331212508598e+01,1.372162790078149186e+01,-3.951831319185117319e+00,-2.968263680505978552e+00,1.407158494090088308e-02,1.339062017800446469e+01,-4.244471965703719984e-01,-3.655720622030747791e+01
4.171170848896418093e+00,1.237467192565132912e+01,2.449351655181100540e+00,-1.314291003647410427e+01,1.315186908587439873e+01,1.246735956416917190e+01,-1.187258498510764504e+01,-4.496913541659039559e+00,2.924065733685924329e+01,6.159281453873520995e+00,6.053269049640090493e+00,5.717699100965492498e+00,7.766647833663050449e+00,4.260394750521673046e+00,3.130837656571704741e+01,2.623828353135693181e-01,-1.731726280736747725e+01,-3.508272099028787450e-01,-1.129905218759415320e+01,-2.074758294561159122e+00,-1.894614133234244324e+00,-1.206073864146357977e+01,2.259691747114363736e+01,8.620199003670464322e+00,1.061977279002498520e+01
-2.951180198616403683e+00,1.463331661809234063e+01,5.251946671254714261e+00,1.796273029273731225e+01,-2.434373776627557717e+01,-3.333135085704673539e+00,1.157752623445339601e+01,-9.109327966216911321e+00,-2.390650835256779683e+00,1.153322938168560263e+01,2.870956275951938252e+01,-2.830926396504219955e+00,-7.332503527917124231e+00,5.071156347485622717e+00,5.034995327116853492e-01,1.076538534616975440e+01,-5.441716459198187472e+00,-6.566472183570164489e+00,1.200971522993323859e+01,-7.318235084175828575e+00,1.216570571297440928e+01,1.367801746633776716e+01,1.470520903393634615e+00,-1.306561896516143229e+01,4.526320886790652587e+00
-8.658235327223959388e+00,-1.476669608113932597e+01,8.693020630416043559e+00,-2.961780959418938153e+00,-1.775080412815856334e+01,6.505883081740891249e+00,1.043655981082834927e+01,1.615986820335117002e+01,4.234060227622324923e+00,-4.922974277251744191e+00,4.318466177271408135e+00,1.514652823904620682e+01,7.818147588356957556e+00,-3.754553489266880817e+00,-2.950288370352856049e+01,-8.258234007460774961e+00,-7.146350002625822206e+00,-4.241562492139161478e+00,2.185024653316955323e+01,-9.689010673136749574e+00,-2.272372375634166630e+01,6.427237893452399931e+00,4.041017530606616504e+00,1.545798381462085480e+01,-1.201540274819612009e+01
